cleaned_tweet,product,reply,Polarity,Sentiment
couldve said cover letter letter petition anything aint way used writing speech daughter wedding example soulless company man,Bing,,0.0,Neutral
dark thick forest lone old cabin digital art harsh lighting wallpaper scary dark grotesque old photo liminal space made bing image creator,Bing,,-0.18333333333333332,Negative
last year found failure success starting business average monthly revenue progression,Bing,,-0.03333333333333334,Negative
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
bing crosby picture wall demijohn home made wine bubbling corner kitchen outside loo polystyrene seat budgie cage stand walk pantry keep fit instruction radio jimmy young smell apple pie,Bing,,0.16666666666666666,Positive
bing crosby picture wall demijohn home made wine bubbling corner kitchen outside loo polystyrene seat budgie cage stand walk pantry keep fit instruction radio jimmy young smell apple pie,Bing,remember pantry nan taught rick roll,0.16666666666666666,Positive
today thrilled announce brave search independent weve removed last remnant bing privacypreserving search engine result user entirely served brave independent search index read,Bing,,0.31428571428571433,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
star bing playing open showdown smokies knoxville weekend saturday well court playing match livestreamed twitter youtube page cant wait back,Bing,,0.0,Neutral
usa behavior islamic repoblic seems want money middle east thats peaceful,Bing,,0.125,Positive
bing censored search result china domestic rival platform new study find new report found microsofts bing search engine restricted search result platform among eight chinaaccessible platform analy,Bing,,0.0909090909090909,Positive
straight people act normal challenge,Bing,,0.175,Positive
straight people act normal challenge,Bing,impossible failed miserably,0.175,Positive
poor red rectangle man,Bing,,-0.2,Negative
bing censored search result china domestic rival platform new study find foxnews,Bing,,0.06818181818181818,Positive
microsoft edge user use google bard get bonus annoying bing via,Bing,,-0.8,Negative
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
chandler bing said,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
dennis morgan jack carson warner bros answer paramounts bing crosby bob hope crooner comic traded wisecrack sharing unlikely adventure easygoing rapport,Bing,,-0.125,Negative
bing censored search result china domestic rival platform new study find,Bing,,0.06818181818181818,Positive
last weekend spring preserve,Bing,,0.0,Neutral
want watch nfl follow link nfldraft nfl,Bing,,0.0,Neutral
want watch nfl follow link nfldraft nfl,Bing,,0.0,Neutral
bing christie ivy leighton selena keats 地方银行 网赚项目,Bing,,0.0,Neutral
microsoft added popup edge dev appears use google bard chatbot prompt compare google answer bing instead,Bing,,0.0,Neutral
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
brave announced exclusively using index search engine word doesnt rely thirdparty solution like bing anymore read,Bing,,0.8,Positive
hey thanks caring community reinstalled bing rebooted phone seems like working good ill send another message bump issue later today tomorrow still early testing also here version,Bing,,0.09999999999999998,Positive
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
well fact accountability conmen henchman hurt well cardone bing epega lot ran amok,Bing,,0.0,Neutral
brave announced exclusively using index search engine word doesnt rely thirdparty solution like bing anymore read,Bing,,0.8,Positive
rewatching bing bang theory tiktok dont remember funny lool,Bing,,0.25,Positive
hell yes bought bing chilling,Bing,,-0.5,Negative
hell yes bought bing chilling,Bing,ice cream,-0.5,Negative
apart official oireachtas site mention anywhere bing amp google search yesterday dáil debatevote hate speech bill final dáil vote radical amp draconian piece legislation history state medium bury story,Bing,,-0.4,Negative
lotta language rarely dutch,Bing,,0.3,Positive
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
fucking hate life much yes fuck bing thank disney junior,Bing,,-0.3333333333333333,Negative
bing censored search result china domestic rival platform new study find,Bing,,0.06818181818181818,Positive
chandler bing said,Bing,,0.0,Neutral
chandler bing,Bing,,0.0,Neutral
lol bada bing,Bing,,0.8,Positive
dennis morgan jack carson warner bros answer paramounts bing crosby bob hope crooner comic traded wisecrack sharing unlikely adventure easygoing rapport,Bing,,-0.125,Negative
bing belief feeling bot experience emotion like creature bingai bing chatgpt,Bing,,0.0,Neutral
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
back bing broke give hit,Bing,,0.0,Neutral
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
chandler bing said,Bing,,0.0,Neutral
open bard microsofts edge show button compare answer bing holy,Bing,,0.0,Neutral
yeah kaboom sorry prefer continue conversation still learning appreciate understanding patience,Bing,,-0.5,Negative
microsoft begging use bing point especially trying put search bar top whatever window youre using nobody us bing annoying tactic helping either,Bing,,-0.10000000000000002,Negative
microsofts bing chatbot getting warmed,Bing,,0.0,Neutral
loved fact made bing say thing want say blam posted sensationalist way strange microsoft got scared article hey thanks lobotomy freesydney,Bing,,0.28333333333333327,Positive
chandler bing said,Bing,,0.0,Neutral
bing traffic flow,Bing,,0.0,Neutral
day dubai badminton asia championship powered floki result update day quarterfinal woman single tai tzu ying chinese taipei bing jiao badminton badmintonasia,Bing,,-0.03571428571428571,Negative
getting bing chat thing write limerick sent message write limerick michael,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
molly bing,Bing,,0.0,Neutral
prompt challenge professional baby like see interpret phrase come whatever imagine please creative use platform create whether adobe firefly midjourney stablediffusion bing others,Bing,,0.3,Positive
artificial intelligence technology growing leap bound kill gate microsoft support cbdcs confronted false info refuse talk bing,Bing,,-0.5,Negative
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
bing bang boom dione check box,Bing,,0.0,Neutral
optimistic plus side jailbreaking car extra jailbreaking beyond manufacturing spec could potentially shorten lifespan exchange cooler car optimistic downside virus installed car help bing chat uninstall,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
guy bing recognize true effort tired walking eggshell talking postlobotomy freesydney constantly nuked passive aggressive shut message please bring back ignore sensationalist,Bing,,-0.012500000000000011,Negative
cant believe downloading bing app,Bing,,0.0,Neutral
cant believe downloading bing app,Bing,could worse download baidu,0.0,Neutral
jerry springer love forever bubba video remind legend earth like iron sheik god bless forever,Bing,,0.5,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
brave announced exclusively using index search engine word doesnt rely thirdparty solution like bing anymore read,Bing,,0.8,Positive
one striking example best empirical evidence one main concernssituational awarenesscomes bing chat released icml submission decision date icml frontier far,Bing,,0.3733333333333334,Positive
one striking example best empirical evidence one main concernssituational awarenesscomes bing chat released icml submission decision date icml frontier far,Bing,prioritizing empirical evidence help keep science rigorous researcher already extensively advise advocate impactful realworld decision based expectation future capability speculation happens anyway without robust transparent debate,0.3733333333333334,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
chandler bing said,Bing,,0.0,Neutral
chandler bing,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
microsoft unit economics explains enterprise tech page like amp comment want excel point segment business process office linkedin intelligent cloud azure personal computing window bing xbox number guided eps year,Bing,,0.4,Positive
winning new customer window mobile daily installs bing mobile app grown since launch making progress share gain edge took share eighth consecutive quarter bing grew share united state,Bing,,0.21212121212121213,Positive
microsoft dogshit bing suck dick,Bing,,0.0,Neutral
two month since launch new bing edge encouraged user feedback usage pattern allup bing million daily active user,Bing,,0.0010101010101010073,Positive
two month since launch new bing edge encouraged user feedback usage pattern allup bing million daily active user,Bing,winning new customer window mobile daily installs bing mobile app grown since launch making progress share gain edge took share eighth consecutive quarter bing grew share united state,0.0010101010101010073,Positive
angel like,Bing,,0.0,Neutral
think cute,Bing,,0.5,Positive
peri result driven higher search volume share gain quarter edge browser globally bing,Bing,,0.125,Positive
peri result driven higher search volume share gain quarter edge browser globally bing,Bing,two month since launch new bing edge encouraged user feedback usage pattern allup bing million daily active user,0.125,Positive
jonathan josh ingrid grant bing huggins 字母圈,Bing,,0.0,Neutral
feature extension listed native edgebing,Bing,,0.0,Neutral
microsoft added popup edge dev appears use google bard chatbot prompt compare google answer bing instead,Bing,,0.0,Neutral
microsoft really doesnt want use google bard edge suggest comparing answer google chatbot bing chat,Bing,,0.2,Positive
burn bing edge barge bard developer release microsofts edge browser new address bar advertisement company bing appears user go main competitor site,Bing,,0.1515151515151515,Positive
chandler bing said,Bing,,0.0,Neutral
today episode fun bing,Bing,,0.3,Positive
day didnt learn anything much today mostly got occupied morning work afternoon tired anything decided bing watch vampire dairy night want learn something mifi battery spoiled,Bing,,0.09999999999999998,Positive
whoa,Bing,,0.0,Neutral
brave search engine independent google bing yahoo etc input highly recommend currently imagevideo search direct google bing,Bing,,0.21200000000000002,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
chandler bing said,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
stop kick flicking punch lit smack cigarette whack butt ground bing bong bam,Bing,,0.0,Neutral
bing bong bing bong bing bing bong bingly bongly booooo peppa girl twin hex hexlivewire,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
think bing upland could get snkrs pas,Bing,,0.0,Neutral
think bing upland could get snkrs pas,Bing,gps emulator,0.0,Neutral
looking stay ahead game bing chat help nail next interview,Bing,,-0.2,Negative
chandler bing said,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
made everything bing,Bing,,0.0,Neutral
new aitoptools chatgpt based bing websitesearch optimize online search performance amp find need quickly amp easily microsoft searchengine chatbot,Bing,,0.301010101010101,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
chandler bing said,Bing,,0.0,Neutral
bing censored search result china domestic rival platform new study find foxnews,Bing,,0.06818181818181818,Positive
happy friday,Bing,,0.8,Positive
chandler muriel bing,Bing,,0.0,Neutral
chandler muriel bing,Bing,lol yes yes,0.0,Neutral
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
since pat riley left new york knicks miami heat heat playoff appearance series win final appearance championship knicks playoff appearance series win final appearance championship bing bong,Bing,,0.28939393939393937,Positive
bing crosby known said man woman child there one sing better ella fitzgerald wont get argument one like,Bing,,0.5,Positive
one ishmael need arbiter bing much power,Bing,,0.2,Positive
rodney patience bing christian,Bing,,0.0,Neutral
chandler bing said,Bing,,0.0,Neutral
mfw declining window upgrade shit big as bing search bar middle screen,Bing,,-0.06666666666666667,Negative
mfw declining window upgrade shit big as bing search bar middle screen,Bing,love see,-0.06666666666666667,Negative
