cleaned_tweet,product,reply,Polarity,Sentiment
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
day left register well explore success story proof point demo discovering assessing migrating workload azure migrate azuremigration,WindowsServer,,0.15,Positive
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
rackspace hiring remote window support engineer rackspace remotework remotejob workfromhome windowsserver networking storage scalablesystems ii php,WindowsServer,,-0.1,Negative
great collection congratulation may many come,WindowsServer,,0.65,Positive
day starting microsoft global mvp summit le hour mvpbuzz wimvp azure azurehybrid cloud security winserv mvp enjoy nda session microsoft product group cheer,WindowsServer,,0.13333333333333333,Positive
day starting microsoft global mvp summit le hour mvpbuzz wimvp azure azurehybrid cloud security winserv mvp enjoy nda session microsoft product group cheer,WindowsServer,great collection congratulation may many come,0.13333333333333333,Positive
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,,0.0,Neutral
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,requires integrating thirdparty tool identify internet facing device,0.0,Neutral
discover internetfacing device mde deviceinfo isinternetfacing osplatform contains windowsserver,WindowsServer,tag internet facing set device also filtered,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
lap integrated window server window server integrated azure doesnt need dont want information windowsserver,WindowsServer,,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
software key software software softwaredeveloper softwaredevelopment softwarekeys window window windowsserver msoffice msoffice,WindowsServer,,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
microsoft release hotpatching window server azure edition desktop experience microsoft azure windowsserver window,WindowsServer,,0.0,Neutral
microsoft release hotpatching window server azure edition desktop experience microsoft azure windowsserver window,WindowsServer,,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
optimized performance amp expansion dataon azurestackhci provides validated onpremises hci solution builtin integration azure infrastructure management service windowsserver hybridcloud,WindowsServer,,0.0,Neutral
futureproofing business take knowhow expertise sign mailing list receive helpful resource guide migration modernization journey azure cloud windowsserver sqlserver,WindowsServer,,0.0,Neutral
give business leading edge modern infrastructure find lead pack attending window server evaluation workshop register interest,WindowsServer,,0.2,Positive
rackspace hiring remote microsoft infrastructure engineer rackspace remotework remotejob workfromhome windowsserver mssql activedirectory,WindowsServer,,-0.1,Negative
microsoft window server handson training part windowsserver udemy udemycoupon,WindowsServer,,0.0,Neutral
window server update active directory schema current window lap version tip windowsserver born tech window world,WindowsServer,,-0.06666666666666667,Negative
well help learn migrating microsoft window server amp sql server azure much sign stay connected azure cloud windowsserver sqlservers,WindowsServer,,0.2,Positive
ultimate linux home server course homeserver windowsserver ubuntuserver server router linuxserver systemsadmin sysadmin systemadministrator,WindowsServer,,0.0,Neutral
ultimate linux home server course homeserver windowsserver ubuntuserver server router linuxserver systemsadmin sysadmin systemadministrator,WindowsServer,,0.0,Neutral
futureproofing business take knowhow expertise sign mailing list receive helpful resource guide migration modernization journey azure cloud windowsserver sqlserver,WindowsServer,,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
birthday first microsoft global mvp summit day awesome mvpbuzz microsoft friend great nda session mvpsummit azurehybrid,WindowsServer,,0.5125,Positive
one one top session window server summit brings agame table talk thing new window server mustwatch winsrv windowsserver azops,WindowsServer,,0.3181818181818182,Positive
job title window server engineersql location wayne duration month contract hire share resume resumecom job requirement click link click panzersolutions windowsserver engineer sql,WindowsServer,,0.0,Neutral
one one top session window server summit brings agame table talk thing new window server mustwatch winsrv windowsserver azops,WindowsServer,,0.3181818181818182,Positive
futureproofing business take knowhow expertise sign mailing list receive helpful resource guide migration modernization journey azure cloud windowsserver sqlserver,WindowsServer,,0.0,Neutral
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
super excited hotpatching available preview window server vms azure desktop experience windowsserver azure winserv,WindowsServer,,0.36944444444444446,Positive
hotpatching preview window server vms azure desktop experience windowsserver winsrv,WindowsServer,,0.0,Neutral
futureproofing business take knowhow expertise sign mailing list receive helpful resource guide migration modernization journey azure cloud windowsserver sqlserver,WindowsServer,,0.0,Neutral
window server update active directory schema current window lap version tip windowsserver born tech window world,WindowsServer,,-0.06666666666666667,Negative
window server azure arc hybrid cloud lab kit azurearc hybridcloud windowsserver lab azure intelnuc,WindowsServer,,0.0,Neutral
software key software software softwaredeveloper softwaredevelopment softwarekeys window window windowsserver msoffice msoffice,WindowsServer,,0.0,Neutral
